question_id,depth,question,question_original,obstacle,expression,expression_json,template_expression,answer,template_depth_requested,template_actual_depth,bound_expression_depth,tree_seed,binding_seed,master_seed,derived_prob,template_internal_nodes,template_leaf_slots,bound_leaf_count,leaf_1_key,leaf_1_concept,leaf_1_label,leaf_1_entity,leaf_1_period,leaf_1_unit,leaf_1_value,leaf_2_key,leaf_2_concept,leaf_2_label,leaf_2_entity,leaf_2_period,leaf_2_unit,leaf_2_value,leaf_3_key,leaf_3_concept,leaf_3_label,leaf_3_entity,leaf_3_period,leaf_3_unit,leaf_3_value,leaf_4_key,leaf_4_concept,leaf_4_label,leaf_4_entity,leaf_4_period,leaf_4_unit,leaf_4_value,leaf_5_key,leaf_5_concept,leaf_5_label,leaf_5_entity,leaf_5_period,leaf_5_unit,leaf_5_value,leaf_6_key,leaf_6_concept,leaf_6_label,leaf_6_entity,leaf_6_period,leaf_6_unit,leaf_6_value,leaf_7_key,leaf_7_concept,leaf_7_label,leaf_7_entity,leaf_7_period,leaf_7_unit,leaf_7_value,leaf_8_key,leaf_8_concept,leaf_8_label,leaf_8_entity,leaf_8_period,leaf_8_unit,leaf_8_value,leaf_9_key,leaf_9_concept,leaf_9_label,leaf_9_entity,leaf_9_period,leaf_9_unit,leaf_9_value,leaf_10_key,leaf_10_concept,leaf_10_label,leaf_10_entity,leaf_10_period,leaf_10_unit,leaf_10_value,leaf_11_key,leaf_11_concept,leaf_11_label,leaf_11_entity,leaf_11_period,leaf_11_unit,leaf_11_value,leaf_12_key,leaf_12_concept,leaf_12_label,leaf_12_entity,leaf_12_period,leaf_12_unit,leaf_12_value,leaf_13_key,leaf_13_concept,leaf_13_label,leaf_13_entity,leaf_13_period,leaf_13_unit,leaf_13_value,leaf_14_key,leaf_14_concept,leaf_14_label,leaf_14_entity,leaf_14_period,leaf_14_unit,leaf_14_value,leaf_15_key,leaf_15_concept,leaf_15_label,leaf_15_entity,leaf_15_period,leaf_15_unit,leaf_15_value,leaf_16_key,leaf_16_concept,leaf_16_label,leaf_16_entity,leaf_16_period,leaf_16_unit,leaf_16_value
11,1,"If revenue for Pacific Crest Energy in 2020 exceeds 750,872,135, you should calculate the gross profit for Pacific Crest Energy in 2020",you should calculate the gross profit for Pacific Crest Energy in 2020,conditional,gross_profit,"{""derived"": ""gross_profit"", ""expanded"": {""op"": ""diff"", ""left"": {""leaf"": ""48_revenue"", ""depth"": 0}, ""right"": {""leaf"": ""48_cost_of_goods_sold"", ""depth"": 0}, ""depth"": 1}, ""depth"": 1}","{""kind"": ""derived_concept"", ""name"": ""gross_profit"", ""depth"": 0}",513327336.0,1,0,1,648245888,284027113,42,0.465,0,1,2,48_revenue,revenue,revenue,Pacific Crest Energy,2020,M_USD,1605491222.0,48_cost_of_goods_sold,cost_of_goods_sold,cost of goods sold,Pacific Crest Energy,2020,M_USD,1092163886.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,0,"If revenue for Helix BioSciences in 2025 exceeds 1,761,964,033, which value corresponds to the total liabilities for Helix BioSciences in 2024?",which value corresponds to the total liabilities for Helix BioSciences in 2024?,conditional,76_total_liabilities,"{""leaf"": ""76_total_liabilities"", ""depth"": 0}","{""kind"": ""leaf"", ""semantic_type_in"": [""amount""], ""depth"": 0}",817879475.0,4,0,0,575770529,134031070,42,0.139,0,1,1,76_total_liabilities,total_liabilities,total liabilities,Helix BioSciences,2024,M_USD,817879475.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,0,"If revenue for Titan Consumer Brands in 2022 exceeds 3,187,312,632, you should calculate the short term investments for Titan Consumer Brands in 2021.",you should calculate the short term investments for Titan Consumer Brands in 2021.,conditional,61_short_term_investments,"{""leaf"": ""61_short_term_investments"", ""depth"": 0}","{""kind"": ""leaf"", ""semantic_type_in"": [""amount""], ""depth"": 0}",337900348.0,3,0,0,314797776,890566476,42,0.389,0,1,1,61_short_term_investments,short_term_investments,short term investments,Titan Consumer Brands,2021,M_USD,337900348.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,3,"If revenue for Meridian Systems Inc in 2021 exceeds 974,013,593, which quantity is given by the current assets for Meridian Systems Inc in 2023 ?",which quantity is given by the current assets for Meridian Systems Inc in 2023 ?,conditional,current_assets,"{""derived"": ""current_assets"", ""expanded"": {""op"": ""sum"", ""left"": {""op"": ""sum"", ""left"": {""op"": ""sum"", ""left"": {""leaf"": ""9_cash"", ""depth"": 0}, ""right"": {""leaf"": ""9_accounts_receivable"", ""depth"": 0}, ""depth"": 1}, ""right"": {""leaf"": ""9_inventories"", ""depth"": 0}, ""depth"": 2}, ""right"": {""leaf"": ""9_short_term_investments"", ""depth"": 0}, ""depth"": 3}, ""depth"": 3}","{""kind"": ""derived_concept"", ""name"": ""current_assets"", ""depth"": 0}",665784492.0,1,0,3,756528252,74684276,42,0.431,0,1,4,9_cash,cash,cash,Meridian Systems Inc,2023,M_USD,360620196.0,9_accounts_receivable,accounts_receivable,accounts receivable,Meridian Systems Inc,2023,M_USD,209557201.0,9_inventories,inventories,inventories,Meridian Systems Inc,2023,M_USD,27444710.0,9_short_term_investments,short_term_investments,short term investments,Meridian Systems Inc,2023,M_USD,68162385.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,0,"If revenue for Crimson Pharmaceuticals in 2022 exceeds 2,439,235,875, what does the following give: inventories for Crimson Pharmaceuticals in 2021?",what does the following give: inventories for Crimson Pharmaceuticals in 2021?,conditional,85_inventories,"{""leaf"": ""85_inventories"", ""depth"": 0}","{""kind"": ""leaf"", ""semantic_type_in"": [""amount""], ""depth"": 0}",189202321.0,1,0,0,830075810,310727955,42,0.528,0,1,1,85_inventories,inventories,inventories,Crimson Pharmaceuticals,2021,M_USD,189202321.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16,2,"If revenue for Crimson Pharmaceuticals in 2023 exceeds 2,515,823,317, what does the following give: the minimum of cash for Crimson Pharmaceuticals using values from 2021 through 2023?",What does the following give: the minimum of cash for Crimson Pharmaceuticals using values from 2021 through 2023?,conditional,"min(min(85_cash, 86_cash), 87_cash)","{""op"": ""min"", ""left"": {""op"": ""min"", ""left"": {""leaf"": ""85_cash"", ""depth"": 0}, ""right"": {""leaf"": ""86_cash"", ""depth"": 0}, ""depth"": 1}, ""right"": {""leaf"": ""87_cash"", ""depth"": 0}, ""depth"": 2}","{""kind"": ""time_agg"", ""op"": ""min"", ""depth"": 0}",210921006.0,4,0,2,930379756,108449460,42,0.239,0,1,3,85_cash,cash,cash,Crimson Pharmaceuticals,2021,M_USD,210921006.0,86_cash,cash,cash,Crimson Pharmaceuticals,2022,M_USD,556141038.0,87_cash,cash,cash,Crimson Pharmaceuticals,2023,M_USD,1587836393.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17,5,"If revenue for Meridian Systems Inc in 2022 exceeds 791,741,768, which quantity is given by the sum of longterm assets and revenue for Meridian Systems Inc in 2025",Which quantity is given by the sum of longterm assets and revenue for Meridian Systems Inc in 2025,conditional,"sum(longterm_assets, 11_revenue)","{""op"": ""sum"", ""left"": {""derived"": ""longterm_assets"", ""expanded"": {""op"": ""diff"", ""left"": {""leaf"": ""11_total_assets"", ""depth"": 0}, ""right"": {""derived"": ""current_assets"", ""expanded"": {""op"": ""sum"", ""left"": {""op"": ""sum"", ""left"": {""op"": ""sum"", ""left"": {""leaf"": ""11_cash"", ""depth"": 0}, ""right"": {""leaf"": ""11_accounts_receivable"", ""depth"": 0}, ""depth"": 1}, ""right"": {""leaf"": ""11_inventories"", ""depth"": 0}, ""depth"": 2}, ""right"": {""leaf"": ""11_short_term_investments"", ""depth"": 0}, ""depth"": 3}, ""depth"": 3}, ""depth"": 4}, ""depth"": 4}, ""right"": {""leaf"": ""11_revenue"", ""depth"": 0}, ""depth"": 5}","{""op"": ""sum"", ""left"": {""kind"": ""derived_concept"", ""name"": ""longterm_assets"", ""depth"": 0}, ""right"": {""kind"": ""leaf"", ""semantic_type_in"": [""amount""], ""depth"": 0}, ""depth"": 1, ""kind"": ""node""}",2785401398.0,3,1,5,381469012,224956459,42,0.451,1,2,6,11_total_assets,total_assets,total assets,Meridian Systems Inc,2025,M_USD,1475925574.0,11_cash,cash,cash,Meridian Systems Inc,2025,M_USD,60703981.0,11_accounts_receivable,accounts_receivable,accounts receivable,Meridian Systems Inc,2025,M_USD,275423886.0,11_inventories,inventories,inventories,Meridian Systems Inc,2025,M_USD,107736042.0,11_short_term_investments,short_term_investments,short term investments,Meridian Systems Inc,2025,M_USD,214982546.0,11_revenue,revenue,revenue,Meridian Systems Inc,2025,M_USD,1968322279.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18,0,"If revenue for SilverLine Retail Inc in 2020 exceeds 1,682,293,339, calculate the non operating expenses for SilverLine Retail Inc in 2022 .",Calculate the non operating expenses for SilverLine Retail Inc in 2022 .,conditional,44_non_operating_expenses,"{""leaf"": ""44_non_operating_expenses"", ""depth"": 0}","{""kind"": ""leaf"", ""semantic_type_in"": [""amount""], ""depth"": 0}",633618893.0,1,0,0,733953718,695822698,42,0.405,0,1,1,44_non_operating_expenses,non_operating_expenses,non operating expenses,SilverLine Retail Inc,2022,M_USD,633618893.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19,1,"If revenue for Crimson Pharmaceuticals in 2024 exceeds 4,983,833,395, what do we obtain as the gross profit for Crimson Pharmaceuticals in 2021",What do we obtain as the gross profit for Crimson Pharmaceuticals in 2021,conditional,gross_profit,"{""derived"": ""gross_profit"", ""expanded"": {""op"": ""diff"", ""left"": {""leaf"": ""85_revenue"", ""depth"": 0}, ""right"": {""leaf"": ""85_cost_of_goods_sold"", ""depth"": 0}, ""depth"": 1}, ""depth"": 1}","{""kind"": ""derived_concept"", ""name"": ""gross_profit"", ""depth"": 0}",3012189467.0,2,0,1,407437181,289854268,42,0.442,0,1,2,85_revenue,revenue,revenue,Crimson Pharmaceuticals,2021,M_USD,5502384074.0,85_cost_of_goods_sold,cost_of_goods_sold,cost of goods sold,Crimson Pharmaceuticals,2021,M_USD,2490194607.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20,1,"If revenue for Cobalt Semiconductor in 2020 exceeds 177,414,658, what do we obtain as the difference between dividends paid and revenue for Cobalt Semiconductor in 2021",What do we obtain as the difference between dividends paid and revenue for Cobalt Semiconductor in 2021,conditional,"diff(67_dividends_paid, 67_revenue)","{""op"": ""diff"", ""left"": {""leaf"": ""67_dividends_paid"", ""depth"": 0}, ""right"": {""leaf"": ""67_revenue"", ""depth"": 0}, ""depth"": 1}","{""op"": ""diff"", ""left"": {""kind"": ""leaf"", ""semantic_type_in"": [""amount""], ""depth"": 0}, ""right"": {""kind"": ""leaf"", ""semantic_type_in"": [""amount""], ""depth"": 0}, ""depth"": 1, ""kind"": ""node""}",-485700709.0,1,1,1,905005353,824970419,42,0.215,1,2,2,67_dividends_paid,dividends_paid,dividends paid,Cobalt Semiconductor,2021,M_USD,42473743.0,67_revenue,revenue,revenue,Cobalt Semiconductor,2021,M_USD,528174452.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
