question_id,depth,question,expression,expression_json,template_expression,answer,template_depth_requested,template_actual_depth,bound_expression_depth,tree_seed,binding_seed,master_seed,derived_prob,template_internal_nodes,template_leaf_slots,bound_leaf_count,leaf_1_key,leaf_1_concept,leaf_1_label,leaf_1_entity,leaf_1_period,leaf_1_unit,leaf_1_value,leaf_2_key,leaf_2_concept,leaf_2_label,leaf_2_entity,leaf_2_period,leaf_2_unit,leaf_2_value,leaf_3_key,leaf_3_concept,leaf_3_label,leaf_3_entity,leaf_3_period,leaf_3_unit,leaf_3_value,leaf_4_key,leaf_4_concept,leaf_4_label,leaf_4_entity,leaf_4_period,leaf_4_unit,leaf_4_value,leaf_5_key,leaf_5_concept,leaf_5_label,leaf_5_entity,leaf_5_period,leaf_5_unit,leaf_5_value,leaf_6_key,leaf_6_concept,leaf_6_label,leaf_6_entity,leaf_6_period,leaf_6_unit,leaf_6_value,leaf_7_key,leaf_7_concept,leaf_7_label,leaf_7_entity,leaf_7_period,leaf_7_unit,leaf_7_value,leaf_8_key,leaf_8_concept,leaf_8_label,leaf_8_entity,leaf_8_period,leaf_8_unit,leaf_8_value,leaf_9_key,leaf_9_concept,leaf_9_label,leaf_9_entity,leaf_9_period,leaf_9_unit,leaf_9_value,leaf_10_key,leaf_10_concept,leaf_10_label,leaf_10_entity,leaf_10_period,leaf_10_unit,leaf_10_value,leaf_11_key,leaf_11_concept,leaf_11_label,leaf_11_entity,leaf_11_period,leaf_11_unit,leaf_11_value,leaf_12_key,leaf_12_concept,leaf_12_label,leaf_12_entity,leaf_12_period,leaf_12_unit,leaf_12_value,leaf_13_key,leaf_13_concept,leaf_13_label,leaf_13_entity,leaf_13_period,leaf_13_unit,leaf_13_value,leaf_14_key,leaf_14_concept,leaf_14_label,leaf_14_entity,leaf_14_period,leaf_14_unit,leaf_14_value
11,0,which value corresponds to the operating expenses for Cobalt Semiconductor in 2020?,66_operating_expenses,"{""leaf"": ""66_operating_expenses"", ""depth"": 0}","{""kind"": ""leaf"", ""semantic_type_in"": [""amount""]}",7582.0,0,0,0,802476304,89480432,2345,0.577,0,1,1,66_operating_expenses,operating_expenses,operating expenses,Cobalt Semiconductor,2020,M_USD,7582.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,4,evaluate the the maximum of total liabilities for Atlas Global Industries using values from 2020 through 2024 .,"max(max(max(max(24_total_liabilities, 25_total_liabilities), 26_total_liabilities), 27_total_liabilities), 28_total_liabilities)","{""op"": ""max"", ""left"": {""op"": ""max"", ""left"": {""op"": ""max"", ""left"": {""op"": ""max"", ""left"": {""leaf"": ""24_total_liabilities"", ""depth"": 0}, ""right"": {""leaf"": ""25_total_liabilities"", ""depth"": 0}, ""depth"": 1}, ""right"": {""leaf"": ""26_total_liabilities"", ""depth"": 0}, ""depth"": 2}, ""right"": {""leaf"": ""27_total_liabilities"", ""depth"": 0}, ""depth"": 3}, ""right"": {""leaf"": ""28_total_liabilities"", ""depth"": 0}, ""depth"": 4}","{""kind"": ""time_agg"", ""op"": ""max"", ""depth"": 2}",74292.0,2,0,4,638629436,77335363,2345,0.451,0,1,5,24_total_liabilities,total_liabilities,total liabilities,Atlas Global Industries,2020,M_USD,34649.0,25_total_liabilities,total_liabilities,total liabilities,Atlas Global Industries,2021,M_USD,74292.0,26_total_liabilities,total_liabilities,total liabilities,Atlas Global Industries,2022,M_USD,34053.0,27_total_liabilities,total_liabilities,total liabilities,Atlas Global Industries,2023,M_USD,33171.0,28_total_liabilities,total_liabilities,total liabilities,Atlas Global Industries,2024,M_USD,53407.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,1,Compute the difference between total liabilities and non operating expenses for Cobalt Semiconductor in 2025,"diff(71_total_liabilities, 71_non_operating_expenses)","{""op"": ""diff"", ""left"": {""leaf"": ""71_total_liabilities"", ""depth"": 0}, ""right"": {""leaf"": ""71_non_operating_expenses"", ""depth"": 0}, ""depth"": 1}","{""kind"": ""node"", ""op"": ""diff"", ""depth"": 1, ""left"": {""kind"": ""leaf"", ""semantic_type_in"": [""amount""]}, ""right"": {""kind"": ""leaf"", ""semantic_type_in"": [""amount""]}}",28316.0,1,1,1,519320689,658481818,2345,0.322,1,2,2,71_total_liabilities,total_liabilities,total liabilities,Cobalt Semiconductor,2025,M_USD,38625.0,71_non_operating_expenses,non_operating_expenses,non operating expenses,Cobalt Semiconductor,2025,M_USD,10309.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,0,What's the value of the total assets for Apex Dynamics Corp in 2025 ?,5_total_assets,"{""leaf"": ""5_total_assets"", ""depth"": 0}","{""kind"": ""leaf"", ""semantic_type_in"": [""amount""]}",161367.0,3,0,0,185357697,828192259,2345,0.671,0,1,1,5_total_assets,total_assets,total assets,Apex Dynamics Corp,2025,M_USD,161367.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,0,What does the following give: total equity for Cobalt Semiconductor in 2024 ?,70_total_equity,"{""leaf"": ""70_total_equity"", ""depth"": 0}","{""kind"": ""leaf"", ""semantic_type_in"": [""amount""]}",18804.0,3,0,0,868435052,622027158,2345,0.434,0,1,1,70_total_equity,total_equity,total equity,Cobalt Semiconductor,2024,M_USD,18804.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16,2,calculate the difference between sum of accounts receivable and current liabilities and result of operating expenses scaled by income tax for Apex Dynamics Corp in 2024,"diff(sum(4_accounts_receivable, 4_current_liabilities), mul(4_operating_expenses, 4_income_tax))","{""op"": ""diff"", ""left"": {""op"": ""sum"", ""left"": {""leaf"": ""4_accounts_receivable"", ""depth"": 0}, ""right"": {""leaf"": ""4_current_liabilities"", ""depth"": 0}, ""depth"": 1}, ""right"": {""op"": ""mul"", ""left"": {""leaf"": ""4_operating_expenses"", ""depth"": 0}, ""right"": {""leaf"": ""4_income_tax"", ""depth"": 0}, ""depth"": 1}, ""depth"": 2}","{""kind"": ""node"", ""op"": ""diff"", ""depth"": 2, ""left"": {""kind"": ""node"", ""op"": ""sum"", ""depth"": 1, ""left"": {""kind"": ""leaf"", ""semantic_type_in"": [""amount""]}, ""right"": {""kind"": ""leaf"", ""semantic_type_in"": [""amount""]}}, ""right"": {""kind"": ""node"", ""op"": ""mul"", ""depth"": 1, ""left"": {""kind"": ""leaf"", ""semantic_type_in"": [""amount""]}, ""right"": {""kind"": ""leaf"", ""semantic_type_in"": [""rate""]}}}",28395.204995863063,2,2,2,698675754,16258360,2345,0.336,3,4,4,4_accounts_receivable,accounts_receivable,accounts receivable,Apex Dynamics Corp,2024,M_USD,4495.0,4_current_liabilities,current_liabilities,current liabilities,Apex Dynamics Corp,2024,M_USD,25829.0,4_operating_expenses,operating_expenses,operating expenses,Apex Dynamics Corp,2024,M_USD,13533.0,4_income_tax,income_tax,income tax,Apex Dynamics Corp,2024,ratio,0.1425253088108281,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17,0,State the cash for Pinnacle Health Group in 2023.,33_cash,"{""leaf"": ""33_cash"", ""depth"": 0}","{""kind"": ""leaf"", ""semantic_type_in"": [""amount""]}",2062.0,0,0,0,336146424,907016594,2345,0.366,0,1,1,33_cash,cash,cash,Pinnacle Health Group,2023,M_USD,2062.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18,0,Provide the operating expenses for Pacific Crest Energy in 2025 .,53_operating_expenses,"{""leaf"": ""53_operating_expenses"", ""depth"": 0}","{""kind"": ""leaf"", ""semantic_type_in"": [""amount""]}",19190.0,0,0,0,432085959,619864769,2345,0.512,0,1,1,53_operating_expenses,operating_expenses,operating expenses,Pacific Crest Energy,2025,M_USD,19190.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19,2,Which result follows from the the minimum of current liabilities for Pacific Crest Energy using values from 2022 through 2024?,"min(min(50_current_liabilities, 51_current_liabilities), 52_current_liabilities)","{""op"": ""min"", ""left"": {""op"": ""min"", ""left"": {""leaf"": ""50_current_liabilities"", ""depth"": 0}, ""right"": {""leaf"": ""51_current_liabilities"", ""depth"": 0}, ""depth"": 1}, ""right"": {""leaf"": ""52_current_liabilities"", ""depth"": 0}, ""depth"": 2}","{""kind"": ""time_agg"", ""op"": ""min"", ""depth"": 1}",27314.0,1,0,2,986244822,651902315,2345,0.588,0,1,3,50_current_liabilities,current_liabilities,current liabilities,Pacific Crest Energy,2022,M_USD,60364.0,51_current_liabilities,current_liabilities,current liabilities,Pacific Crest Energy,2023,M_USD,27314.0,52_current_liabilities,current_liabilities,current liabilities,Pacific Crest Energy,2024,M_USD,40562.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20,0,what do we obtain as the total equity for Ironclad Manufacturing in 2025?,41_total_equity,"{""leaf"": ""41_total_equity"", ""depth"": 0}","{""kind"": ""leaf"", ""semantic_type_in"": [""amount""]}",314401.0,0,0,0,497781879,747183949,2345,0.492,0,1,1,41_total_equity,total_equity,total equity,Ironclad Manufacturing,2025,M_USD,314401.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21,3,Could you give the the maximum of revenue for Apex Dynamics Corp using values from 2020 through 2023,"max(max(max(0_revenue, 1_revenue), 2_revenue), 3_revenue)","{""op"": ""max"", ""left"": {""op"": ""max"", ""left"": {""op"": ""max"", ""left"": {""leaf"": ""0_revenue"", ""depth"": 0}, ""right"": {""leaf"": ""1_revenue"", ""depth"": 0}, ""depth"": 1}, ""right"": {""leaf"": ""2_revenue"", ""depth"": 0}, ""depth"": 2}, ""right"": {""leaf"": ""3_revenue"", ""depth"": 0}, ""depth"": 3}","{""kind"": ""time_agg"", ""op"": ""max"", ""depth"": 1}",88229.0,1,0,3,921247098,800245682,2345,0.318,0,1,4,0_revenue,revenue,revenue,Apex Dynamics Corp,2020,M_USD,67781.0,1_revenue,revenue,revenue,Apex Dynamics Corp,2021,M_USD,78857.0,2_revenue,revenue,revenue,Apex Dynamics Corp,2022,M_USD,79022.0,3_revenue,revenue,revenue,Apex Dynamics Corp,2023,M_USD,88229.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22,0,which quantity is given by the non operating expenses for Pinnacle Health Group in 2024,34_non_operating_expenses,"{""leaf"": ""34_non_operating_expenses"", ""depth"": 0}","{""kind"": ""leaf"", ""semantic_type_in"": [""amount""]}",4612.0,0,0,0,960798823,275725212,2345,0.472,0,1,1,34_non_operating_expenses,non_operating_expenses,non operating expenses,Pinnacle Health Group,2024,M_USD,4612.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23,1,may you calculate the gross profit for Titan Consumer Brands in 2021?,gross_profit,"{""derived"": ""gross_profit"", ""expanded"": {""op"": ""diff"", ""left"": {""leaf"": ""61_revenue"", ""depth"": 0}, ""right"": {""leaf"": ""61_cost_of_goods_sold"", ""depth"": 0}, ""depth"": 1}, ""depth"": 1}","{""kind"": ""derived_concept"", ""name"": ""gross_profit"", ""concept_depth"": 1}",323622.0,1,0,1,421501741,697862280,2345,0.468,0,1,2,61_revenue,revenue,revenue,Titan Consumer Brands,2021,M_USD,471764.0,61_cost_of_goods_sold,cost_of_goods_sold,cost of goods sold,Titan Consumer Brands,2021,M_USD,148142.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24,4,What is the value of the sum of ratio of sum of sum of operating expenses for Apex Dynamics Corp in 2020 and operating expenses for Apex Dynamics Corp in 2021 and operating expenses for Apex Dynamics Corp in 2022 to 3.0 and gross profit for Apex Dynamics Corp in 2022 ?,"sum(ratio(sum(sum(0_operating_expenses, 1_operating_expenses), 2_operating_expenses), 3.0), gross_profit)","{""op"": ""sum"", ""left"": {""op"": ""ratio"", ""left"": {""op"": ""sum"", ""left"": {""op"": ""sum"", ""left"": {""leaf"": ""0_operating_expenses"", ""depth"": 0}, ""right"": {""leaf"": ""1_operating_expenses"", ""depth"": 0}, ""depth"": 1}, ""right"": {""leaf"": ""2_operating_expenses"", ""depth"": 0}, ""depth"": 2}, ""right"": {""literal"": 3.0, ""depth"": 0}, ""depth"": 3}, ""right"": {""derived"": ""gross_profit"", ""expanded"": {""op"": ""diff"", ""left"": {""leaf"": ""2_revenue"", ""depth"": 0}, ""right"": {""leaf"": ""2_cost_of_goods_sold"", ""depth"": 0}, ""depth"": 1}, ""depth"": 1}, ""depth"": 4}","{""kind"": ""node"", ""op"": ""sum"", ""depth"": 2, ""left"": {""kind"": ""time_agg"", ""op"": ""avg"", ""depth"": 1}, ""right"": {""kind"": ""derived_concept"", ""name"": ""gross_profit"", ""concept_depth"": 1}}",42856.666666666664,2,1,4,313184064,994772748,2345,0.637,1,2,5,0_operating_expenses,operating_expenses,operating expenses,Apex Dynamics Corp,2020,M_USD,5281.0,1_operating_expenses,operating_expenses,operating expenses,Apex Dynamics Corp,2021,M_USD,6461.0,2_operating_expenses,operating_expenses,operating expenses,Apex Dynamics Corp,2022,M_USD,17945.0,2_revenue,revenue,revenue,Apex Dynamics Corp,2022,M_USD,79022.0,2_cost_of_goods_sold,cost_of_goods_sold,cost of goods sold,Apex Dynamics Corp,2022,M_USD,46061.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25,0,Whats the value of the accounts receivable for Quantum Bridge Holdings in 2021,13_accounts_receivable,"{""leaf"": ""13_accounts_receivable"", ""depth"": 0}","{""kind"": ""leaf"", ""semantic_type_in"": [""amount""]}",10585.0,2,0,0,266352732,366846521,2345,0.493,0,1,1,13_accounts_receivable,accounts_receivable,accounts receivable,Quantum Bridge Holdings,2021,M_USD,10585.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26,1,Which result follows from the result of operating expenses scaled by income tax for Meridian Systems Inc in 2023,"mul(9_operating_expenses, 9_income_tax)","{""op"": ""mul"", ""left"": {""leaf"": ""9_operating_expenses"", ""depth"": 0}, ""right"": {""leaf"": ""9_income_tax"", ""depth"": 0}, ""depth"": 1}","{""kind"": ""node"", ""op"": ""mul"", ""depth"": 1, ""left"": {""kind"": ""leaf"", ""semantic_type_in"": [""amount""]}, ""right"": {""kind"": ""leaf"", ""semantic_type_in"": [""rate""]}}",1824.322909798859,1,1,1,311189293,978690846,2345,0.61,1,2,2,9_operating_expenses,operating_expenses,operating expenses,Meridian Systems Inc,2023,M_USD,15975.0,9_income_tax,income_tax,income tax,Meridian Systems Inc,2023,ratio,0.1141986172018065,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
